ID	adj.P.Val	P.Value	t	B	logFC	ORF
leuO	0.90063	7.72e-01	-2.99e-01	-6.4993	-1.88e-02	leuO
lsrD	0.90088	7.73e-01	-2.98e-01	-6.4995	-1.42e-02	lsrD
yibN	0.90096	7.73e-01	-2.98e-01	-6.4996	-5.71e-03	yibN
feaB	0.90162	7.74e-01	-2.97e-01	-6.5	-6.58e-03	feaB
yaiY	0.90162	7.74e-01	2.97e-01	-6.5	6.01e-03	yaiY
eco	0.90265	7.75e-01	2.95e-01	-6.5006	1.30e-02	eco
mgtA	0.90265	7.76e-01	-2.94e-01	-6.5007	-2.42e-02	mgtA
fixC	0.90265	7.76e-01	2.94e-01	-6.5007	1.75e-02	fixC
deoA	0.90265	7.76e-01	-2.94e-01	-6.5007	-7.59e-03	deoA
yajQ	0.90289	7.76e-01	-2.94e-01	-6.5009	-8.55e-03	yajQ
ydfU	0.90289	7.77e-01	2.93e-01	-6.5011	5.44e-03	ydfU
entD	0.90289	7.77e-01	-2.93e-01	-6.5011	-6.60e-03	entD
phoE	0.90295	7.77e-01	-2.93e-01	-6.5012	-9.54e-03	phoE
ydfC	0.90295	7.77e-01	2.92e-01	-6.5014	6.13e-03	ydfC
yhhY	0.90295	7.78e-01	-2.92e-01	-6.5015	-6.78e-03	yhhY
ybdN	0.90295	7.78e-01	-2.92e-01	-6.5015	-1.18e-02	ybdN
rplJ	0.90295	7.78e-01	-2.92e-01	-6.5015	-6.80e-03	rplJ
iscR	0.90355	7.78e-01	2.91e-01	-6.5019	1.26e-02	iscR
cvrA	0.90356	7.79e-01	-2.91e-01	-6.5019	-9.70e-03	cvrA
phnL	0.90391	7.79e-01	2.90e-01	-6.5022	1.58e-02	phnL
ymfM	0.90391	7.79e-01	-2.90e-01	-6.5022	-4.06e-03	ymfM
uspG	0.90397	7.80e-01	2.89e-01	-6.5024	1.50e-02	uspG
ygeV	0.9045	7.81e-01	2.88e-01	-6.5029	2.05e-02	ygeV
yodB	0.9045	7.81e-01	2.87e-01	-6.5029	3.44e-02	yodB
fruR	0.9045	7.81e-01	-2.87e-01	-6.5031	-7.20e-03	fruR
mhpT	0.9045	7.81e-01	2.87e-01	-6.5031	1.14e-02	mhpT
alsB	0.9045	7.82e-01	2.87e-01	-6.5032	5.19e-03	alsB
atoE	0.9045	7.82e-01	-2.86e-01	-6.5033	-1.07e-02	atoE
nemA	0.9045	7.82e-01	-2.86e-01	-6.5033	-5.30e-03	nemA
ebgC	0.9045	7.82e-01	2.86e-01	-6.5033	2.02e-02	ebgC
paaH	0.9045	7.82e-01	-2.86e-01	-6.5033	-4.91e-03	paaH
yghO	0.90492	7.82e-01	2.85e-01	-6.5036	4.51e-03	yghO
yohH	0.90492	7.83e-01	-2.85e-01	-6.5037	-1.78e-02	yohH
ypdB	0.90492	7.83e-01	-2.85e-01	-6.5037	-4.51e-03	ypdB
tpiA	0.90509	7.83e-01	-2.84e-01	-6.5039	-4.53e-03	tpiA
yaiS	0.90509	7.83e-01	-2.84e-01	-6.504	-9.24e-03	yaiS
yrbB	0.90556	7.84e-01	-2.83e-01	-6.5042	-6.14e-03	yrbB
tynA	0.90592	7.84e-01	2.83e-01	-6.5044	9.21e-03	tynA
fliF	0.90702	7.86e-01	-2.81e-01	-6.5049	-4.10e-03	fliF
treA	0.90771	7.86e-01	-2.80e-01	-6.5052	-1.21e-02	treA
csgC	0.90812	7.87e-01	-2.79e-01	-6.5055	-1.07e-02	csgC
yjcP	0.90812	7.87e-01	-2.79e-01	-6.5056	-1.81e-02	yjcP
hemL	0.90819	7.87e-01	2.79e-01	-6.5057	3.83e-03	hemL
zipA	0.90822	7.88e-01	-2.78e-01	-6.5058	-6.33e-03	zipA
yiaD	0.90872	7.88e-01	-2.77e-01	-6.5061	-1.50e-02	yiaD
fbaB	0.90872	7.89e-01	-2.77e-01	-6.5061	-1.50e-02	fbaB
yhhM	0.90891	7.89e-01	-2.77e-01	-6.5062	-4.76e-03	yhhM
livM	0.90913	7.89e-01	2.76e-01	-6.5064	9.41e-03	livM
ygaR	0.90914	7.90e-01	-2.76e-01	-6.5065	-5.12e-03	ygaR
rhoL	0.90989	7.90e-01	2.75e-01	-6.5069	8.52e-03	rhoL
insB-3	0.90989	7.91e-01	2.74e-01	-6.5069	1.75e-02	insB-3
yafF	0.91014	7.91e-01	-2.74e-01	-6.5071	-1.55e-02	yafF
xylE	0.91091	7.92e-01	-2.73e-01	-6.5074	-2.06e-02	xylE
yhaH	0.91132	7.93e-01	2.71e-01	-6.5078	5.29e-03	yhaH
ymdE	0.91132	7.93e-01	-2.71e-01	-6.5078	-5.56e-03	ymdE
cysG	0.91132	7.93e-01	-2.71e-01	-6.5079	-4.81e-03	cysG
ycjY	0.91132	7.93e-01	-2.71e-01	-6.508	-8.09e-03	ycjY
dsrA	0.91132	7.93e-01	-2.71e-01	-6.508	-2.50e-02	dsrA
sbmA	0.91151	7.94e-01	2.70e-01	-6.5081	4.06e-03	sbmA
ybjK	0.91158	7.94e-01	2.70e-01	-6.5082	5.99e-03	ybjK
livK	0.91159	7.94e-01	2.69e-01	-6.5085	1.09e-02	livK
yfbV	0.91159	7.94e-01	2.69e-01	-6.5085	5.96e-03	yfbV
yghJ	0.91159	7.95e-01	-2.69e-01	-6.5085	-8.38e-03	yghJ
ycdU	0.91159	7.95e-01	2.69e-01	-6.5086	3.80e-03	ycdU
yfeW	0.91159	7.95e-01	2.68e-01	-6.5089	7.81e-03	yfeW
dcd	0.91159	7.96e-01	-2.68e-01	-6.5089	-4.88e-03	dcd
yeeS	0.91159	7.96e-01	-2.68e-01	-6.5089	-1.97e-02	yeeS
yciX	0.91159	7.96e-01	-2.68e-01	-6.5089	-4.32e-03	yciX
ydiD	0.91159	7.96e-01	2.67e-01	-6.509	1.17e-02	ydiD
yeaW	0.91218	7.97e-01	2.66e-01	-6.5093	8.40e-03	yeaW
fhuA	0.91218	7.97e-01	2.66e-01	-6.5095	4.30e-03	fhuA
seqA	0.91218	7.97e-01	-2.65e-01	-6.5096	-5.14e-03	seqA
lpxA	0.91218	7.97e-01	2.65e-01	-6.5096	6.00e-03	lpxA
yddK	0.91218	7.98e-01	-2.65e-01	-6.5097	-1.20e-02	yddK
ylbE_1	0.91218	7.98e-01	2.65e-01	-6.5097	9.02e-03	ylbE_1
cbrA	0.91218	7.98e-01	2.65e-01	-6.5097	5.57e-03	cbrA
ynbB	0.91218	7.98e-01	-2.64e-01	-6.5098	-3.54e-03	ynbB
gatD	0.91218	7.98e-01	-2.64e-01	-6.5099	-4.07e-03	gatD
nanT	0.91218	7.98e-01	2.64e-01	-6.51	1.32e-02	nanT
rarA	0.91369	8.00e-01	2.62e-01	-6.5106	8.63e-03	rarA
ydiU	0.91369	8.01e-01	-2.61e-01	-6.5109	-7.92e-03	ydiU
ynaJ	0.91369	8.01e-01	2.61e-01	-6.5109	3.34e-03	ynaJ
fmt	0.91369	8.01e-01	-2.61e-01	-6.5109	-5.44e-03	fmt
bacA	0.91369	8.01e-01	-2.60e-01	-6.511	-8.92e-03	bacA
yqjF	0.91369	8.01e-01	-2.60e-01	-6.511	-6.84e-03	yqjF
ttdB	0.91369	8.01e-01	2.60e-01	-6.511	1.05e-02	ttdB
ccmC	0.9142	8.02e-01	2.59e-01	-6.5113	8.91e-03	ccmC
yjhP	0.91487	8.03e-01	-2.58e-01	-6.5116	-5.03e-03	yjhP
ompT	0.91487	8.03e-01	-2.58e-01	-6.5116	-1.03e-02	ompT
yfcI	0.91588	8.04e-01	-2.56e-01	-6.5122	-8.11e-03	yfcI
sraB	0.91588	8.04e-01	-2.56e-01	-6.5122	-9.09e-03	sraB
arsB	0.91588	8.04e-01	-2.56e-01	-6.5123	-7.60e-03	arsB
insB-1	0.91588	8.05e-01	-2.56e-01	-6.5124	-1.41e-02	insB-1
pstS	0.91588	8.05e-01	-2.55e-01	-6.5124	-9.08e-03	pstS
pepA	0.91588	8.05e-01	-2.55e-01	-6.5124	-4.87e-03	pepA
ppa	0.91591	8.05e-01	2.55e-01	-6.5125	5.03e-03	ppa
fabH	0.91607	8.05e-01	2.55e-01	-6.5126	7.88e-03	fabH
ydfE	0.91614	8.06e-01	2.54e-01	-6.5127	1.02e-02	ydfE
yebK	0.9162	8.06e-01	2.54e-01	-6.5128	1.01e-02	yebK
yfdI	0.91665	8.07e-01	-2.53e-01	-6.5131	-3.33e-03	yfdI
wcaC	0.91712	8.07e-01	-2.52e-01	-6.5133	-1.09e-02	wcaC
bglB	0.91726	8.07e-01	-2.52e-01	-6.5134	-1.38e-02	bglB
yoeF	0.91732	8.08e-01	-2.51e-01	-6.5135	-6.48e-03	yoeF
ydaQ	0.91732	8.08e-01	-2.51e-01	-6.5137	-1.33e-02	ydaQ
ybcM	0.91732	8.09e-01	2.50e-01	-6.514	3.55e-03	ybcM
ybcL	0.91732	8.09e-01	2.50e-01	-6.514	4.42e-03	ybcL
emrA	0.91732	8.09e-01	2.50e-01	-6.514	9.72e-03	emrA
fimB	0.91732	8.09e-01	-2.49e-01	-6.5141	-3.43e-03	fimB
yebW	0.91732	8.09e-01	2.49e-01	-6.5141	8.03e-03	yebW
ybfH	0.91732	8.10e-01	2.49e-01	-6.5142	2.17e-02	ybfH
yheL	0.91732	8.10e-01	2.49e-01	-6.5142	4.51e-03	yheL
yaaU	0.91732	8.10e-01	2.48e-01	-6.5143	2.60e-02	yaaU
yahG	0.91732	8.10e-01	-2.48e-01	-6.5143	-8.88e-03	yahG
aroP	0.91732	8.10e-01	-2.48e-01	-6.5143	-5.54e-03	aroP
yhiQ	0.91732	8.10e-01	-2.48e-01	-6.5144	-4.78e-03	yhiQ
accD	0.91935	8.12e-01	-2.45e-01	-6.5151	-6.80e-03	accD
yijD	0.91935	8.12e-01	2.45e-01	-6.5152	5.39e-03	yijD
sppA	0.91939	8.13e-01	-2.45e-01	-6.5153	-3.54e-03	sppA
frc	0.91941	8.13e-01	2.45e-01	-6.5154	7.84e-03	frc
flgL	0.91958	8.13e-01	-2.44e-01	-6.5155	-3.54e-03	flgL
metY	0.91998	8.14e-01	-2.43e-01	-6.5157	-6.04e-03	metY
cusR	0.92044	8.14e-01	-2.42e-01	-6.5159	-5.24e-03	cusR
infB	0.92092	8.15e-01	-2.41e-01	-6.5162	-5.56e-03	infB
asnS	0.92092	8.15e-01	2.41e-01	-6.5163	6.74e-03	asnS
insE-5	0.92092	8.16e-01	-2.41e-01	-6.5164	-6.59e-03	insE-5
ybfB	0.92092	8.16e-01	-2.40e-01	-6.5164	-3.22e-03	ybfB
yfgO	0.92092	8.16e-01	2.40e-01	-6.5165	6.21e-03	yfgO
eutT	0.92092	8.16e-01	2.40e-01	-6.5166	1.46e-02	eutT
yhhL	0.92092	8.16e-01	-2.40e-01	-6.5166	-5.21e-03	yhhL
ypjL	0.92092	8.16e-01	-2.40e-01	-6.5166	-1.85e-02	ypjL
leuZ	0.92208	8.18e-01	-2.38e-01	-6.5171	-5.75e-03	leuZ
yiiQ	0.92208	8.18e-01	2.38e-01	-6.5171	5.30e-03	yiiQ
insJ	0.92223	8.18e-01	2.37e-01	-6.5173	3.34e-03	insJ
citC	0.92257	8.19e-01	-2.37e-01	-6.5175	-2.18e-02	citC
rimL	0.92257	8.19e-01	-2.36e-01	-6.5175	-4.23e-03	rimL
actP	0.9232	8.20e-01	-2.35e-01	-6.5178	-2.16e-02	actP
ydfK	0.9232	8.20e-01	-2.35e-01	-6.5179	-5.30e-03	ydfK
yccZ	0.9232	8.20e-01	-2.35e-01	-6.518	-3.16e-03	yccZ
inaA	0.9232	8.20e-01	2.35e-01	-6.518	6.73e-03	inaA
minD	0.92327	8.21e-01	-2.34e-01	-6.5181	-4.73e-03	minD
iaaA	0.92424	8.22e-01	-2.33e-01	-6.5184	-6.01e-03	iaaA
priB	0.92492	8.22e-01	2.32e-01	-6.5187	3.90e-03	priB
xylB	0.92563	8.23e-01	-2.31e-01	-6.519	-5.03e-03	xylB
ddpF	0.92564	8.24e-01	2.30e-01	-6.5191	7.10e-03	ddpF
pyrL	0.92591	8.24e-01	2.30e-01	-6.5192	2.97e-02	pyrL
araH	0.92591	8.24e-01	2.29e-01	-6.5193	6.27e-03	araH
relB	0.92649	8.25e-01	2.28e-01	-6.5195	4.18e-03	relB
ylaB	0.92649	8.25e-01	-2.28e-01	-6.5196	-4.18e-03	ylaB
yfjT	0.92805	8.27e-01	-2.26e-01	-6.5202	-3.61e-03	yfjT
ycdY	0.92805	8.27e-01	-2.26e-01	-6.5202	-3.23e-03	ycdY
yagI	0.92805	8.27e-01	-2.25e-01	-6.5203	-1.36e-02	yagI
mrr	0.9281	8.28e-01	-2.25e-01	-6.5204	-6.79e-03	mrr
yfaX	0.9281	8.28e-01	2.25e-01	-6.5204	1.28e-02	yfaX
fabA	0.92831	8.28e-01	2.24e-01	-6.5206	7.63e-03	fabA
hokE	0.92831	8.29e-01	2.24e-01	-6.5207	2.92e-03	hokE
ynaE	0.92831	8.29e-01	-2.24e-01	-6.5207	-3.24e-03	ynaE
ygfF	0.92831	8.29e-01	2.24e-01	-6.5207	6.71e-03	ygfF
potH	0.92849	8.29e-01	2.23e-01	-6.5209	1.07e-02	potH
mreB	0.92905	8.30e-01	2.22e-01	-6.5211	4.95e-03	mreB
rtcR	0.92905	8.30e-01	-2.22e-01	-6.5212	-7.17e-03	rtcR
dinI	0.92905	8.30e-01	-2.22e-01	-6.5212	-1.06e-02	dinI
sgbE	0.92905	8.30e-01	-2.21e-01	-6.5213	-6.53e-03	sgbE
ymfL	0.92921	8.31e-01	2.21e-01	-6.5214	2.75e-03	ymfL
yeiP	0.92921	8.31e-01	-2.20e-01	-6.5215	-7.25e-03	yeiP
yajB	0.92921	8.31e-01	2.20e-01	-6.5215	4.03e-03	yajB
ygbE	0.92999	8.32e-01	-2.19e-01	-6.5219	-7.64e-03	ygbE
flhB	0.92999	8.32e-01	-2.19e-01	-6.5219	-1.53e-02	flhB
hisH	0.92999	8.32e-01	2.18e-01	-6.522	9.30e-03	hisH
ydaG	0.92999	8.33e-01	2.18e-01	-6.5221	3.46e-03	ydaG
yjbJ	0.92999	8.33e-01	-2.18e-01	-6.5221	-1.13e-02	yjbJ
ygbA	0.92999	8.33e-01	-2.18e-01	-6.5221	-5.88e-03	ygbA
ssuE	0.92999	8.33e-01	-2.17e-01	-6.5222	-1.71e-02	ssuE
bglA	0.93032	8.34e-01	-2.17e-01	-6.5224	-3.22e-03	bglA
nlpI	0.93122	8.35e-01	2.15e-01	-6.5228	6.26e-03	nlpI
ydaY	0.93122	8.35e-01	2.15e-01	-6.5229	2.89e-03	ydaY
tolC	0.93122	8.35e-01	-2.14e-01	-6.5229	-3.94e-03	tolC
ybiT	0.93122	8.36e-01	2.14e-01	-6.5231	4.29e-03	ybiT
dxs	0.93122	8.36e-01	-2.14e-01	-6.5231	-4.42e-03	dxs
pykF	0.93122	8.36e-01	-2.14e-01	-6.5231	-4.85e-03	pykF
kefA	0.93122	8.36e-01	-2.13e-01	-6.5231	-4.59e-03	kefA
flgF	0.93122	8.36e-01	2.13e-01	-6.5231	6.29e-03	flgF
rnd	0.93131	8.36e-01	-2.13e-01	-6.5232	-4.86e-03	rnd
nuoL	0.93135	8.37e-01	-2.13e-01	-6.5233	-5.24e-03	nuoL
yncI	0.93178	8.37e-01	-2.12e-01	-6.5235	-3.97e-03	yncI
yiaN	0.93178	8.38e-01	2.12e-01	-6.5236	2.21e-02	yiaN
yagU	0.932	8.38e-01	2.11e-01	-6.5237	3.21e-03	yagU
yphA	0.93282	8.39e-01	2.10e-01	-6.524	8.94e-03	yphA
htpX	0.93388	8.40e-01	-2.08e-01	-6.5244	-5.20e-03	htpX
yedS_2	0.93388	8.40e-01	2.08e-01	-6.5244	4.55e-03	yedS_2
livH	0.93388	8.41e-01	-2.08e-01	-6.5245	-9.27e-03	livH
kdsC	0.93388	8.41e-01	-2.08e-01	-6.5245	-2.92e-03	kdsC
galP	0.93396	8.41e-01	-2.07e-01	-6.5246	-8.52e-03	galP
yoaI	0.93473	8.42e-01	2.06e-01	-6.5249	5.98e-03	yoaI
lon	0.93544	8.43e-01	2.05e-01	-6.5252	3.32e-03	lon
rnb	0.93544	8.43e-01	-2.04e-01	-6.5252	-6.50e-03	rnb
ynbC	0.93544	8.43e-01	2.04e-01	-6.5253	3.44e-03	ynbC
asmA	0.93544	8.43e-01	-2.04e-01	-6.5253	-3.02e-03	asmA
fabF	0.93565	8.44e-01	-2.03e-01	-6.5255	-4.96e-03	fabF
mukF	0.93565	8.44e-01	2.03e-01	-6.5255	4.21e-03	mukF
rpsE	0.93565	8.44e-01	-2.03e-01	-6.5255	-4.91e-03	rpsE
yagA	0.93576	8.44e-01	2.03e-01	-6.5256	1.48e-02	yagA
fliH	0.93583	8.45e-01	-2.02e-01	-6.5257	-4.26e-03	fliH
ycaO	0.93583	8.46e-01	-2.01e-01	-6.5259	-8.29e-03	ycaO
mpaA	0.93583	8.46e-01	-2.01e-01	-6.526	-6.67e-03	mpaA
murA	0.93583	8.46e-01	-2.00e-01	-6.5261	-5.11e-03	murA
yobH	0.93583	8.46e-01	-2.00e-01	-6.5261	-6.38e-03	yobH
yhhS	0.93583	8.46e-01	-2.00e-01	-6.5261	-4.74e-03	yhhS
insA-2	0.93583	8.46e-01	-2.00e-01	-6.5261	-4.86e-03	insA-2
yqeJ	0.93583	8.46e-01	-2.00e-01	-6.5262	-6.02e-03	yqeJ
cbrC	0.93583	8.47e-01	2.00e-01	-6.5263	3.96e-03	cbrC
yjcS	0.93583	8.47e-01	2.00e-01	-6.5263	7.77e-03	yjcS
ompR	0.93696	8.48e-01	-1.98e-01	-6.5266	-4.00e-03	ompR
ygbL	0.93799	8.49e-01	1.97e-01	-6.5269	6.36e-03	ygbL
trmE	0.93799	8.49e-01	-1.96e-01	-6.527	-4.43e-03	trmE
ydbK	0.9385	8.50e-01	-1.95e-01	-6.5272	-5.01e-03	ydbK
sohA	0.9389	8.50e-01	1.95e-01	-6.5273	3.00e-03	sohA
cysE	0.93923	8.51e-01	1.94e-01	-6.5275	2.97e-03	cysE
ubiD	0.93923	8.52e-01	1.93e-01	-6.5277	3.75e-03	ubiD
ybdD	0.93923	8.52e-01	1.93e-01	-6.5277	1.14e-02	ybdD
yihA	0.93923	8.52e-01	-1.93e-01	-6.5277	-5.58e-03	yihA
ykiB	0.93923	8.52e-01	-1.93e-01	-6.5278	-6.81e-03	ykiB
dam	0.93923	8.52e-01	1.92e-01	-6.5279	3.44e-03	dam
yjeN	0.93923	8.52e-01	1.92e-01	-6.5279	6.77e-03	yjeN
yihS	0.93923	8.53e-01	1.91e-01	-6.528	4.68e-03	yihS
pepE	0.93923	8.53e-01	1.91e-01	-6.528	4.20e-03	pepE
gspC	0.93923	8.53e-01	1.91e-01	-6.5281	3.98e-03	gspC
thrC	0.93923	8.53e-01	1.91e-01	-6.5281	8.49e-03	thrC
yagP	0.93923	8.53e-01	-1.91e-01	-6.5281	-1.60e-02	yagP
wzxC	0.93974	8.54e-01	-1.90e-01	-6.5284	-7.35e-03	wzxC
crcB	0.93974	8.54e-01	1.90e-01	-6.5284	4.83e-03	crcB
asd	0.93974	8.55e-01	-1.89e-01	-6.5285	-3.86e-03	asd
rseC	0.93974	8.55e-01	-1.89e-01	-6.5285	-5.24e-03	rseC
IS102	0.93974	8.55e-01	-1.89e-01	-6.5286	-5.88e-03	IS102
yfiA	0.93974	8.55e-01	-1.88e-01	-6.5286	-1.87e-02	yfiA
rimM	0.93974	8.55e-01	1.88e-01	-6.5287	3.56e-03	rimM
dppB	0.93974	8.55e-01	1.88e-01	-6.5287	8.84e-03	dppB
ynaK	0.93974	8.56e-01	1.88e-01	-6.5288	3.05e-03	ynaK
ybdF	0.93974	8.56e-01	1.87e-01	-6.5288	3.38e-03	ybdF
ybeT	0.94015	8.56e-01	-1.87e-01	-6.529	-1.08e-02	ybeT
yraJ	0.94092	8.58e-01	1.85e-01	-6.5293	6.65e-03	yraJ
moaC	0.94092	8.58e-01	1.85e-01	-6.5294	2.84e-03	moaC
ppdA	0.94092	8.58e-01	-1.85e-01	-6.5294	-5.23e-03	ppdA
thiD	0.94092	8.58e-01	-1.85e-01	-6.5294	-4.61e-03	thiD
amyA	0.94094	8.58e-01	-1.84e-01	-6.5295	-2.83e-03	amyA
ftn	0.94094	8.59e-01	1.84e-01	-6.5296	5.05e-03	ftn
hemB	0.94094	8.59e-01	1.84e-01	-6.5296	3.41e-03	hemB
trkD	0.94094	8.59e-01	1.84e-01	-6.5296	4.54e-03	trkD
yfjV	0.94096	8.59e-01	-1.83e-01	-6.5297	-5.83e-03	yfjV
insH-7	0.94096	8.59e-01	1.83e-01	-6.5297	5.55e-03	insH-7
glvC	0.94097	8.59e-01	1.83e-01	-6.5298	1.12e-02	glvC
ypfE	0.94131	8.60e-01	-1.82e-01	-6.5299	-1.15e-02	ypfE
nuoN	0.94142	8.60e-01	-1.82e-01	-6.53	-5.02e-03	nuoN
fliZ	0.94169	8.61e-01	1.81e-01	-6.5302	9.14e-03	fliZ
yqjE	0.94169	8.61e-01	-1.81e-01	-6.5302	-6.04e-03	yqjE
yfaE	0.94169	8.61e-01	1.80e-01	-6.5303	6.48e-03	yfaE
ymfS	0.94181	8.62e-01	1.80e-01	-6.5303	2.88e-03	ymfS
rng	0.94212	8.62e-01	1.79e-01	-6.5305	3.57e-03	rng
cynX	0.94245	8.63e-01	-1.79e-01	-6.5306	-5.95e-03	cynX
intG	0.94247	8.63e-01	-1.78e-01	-6.5307	-7.00e-03	intG
ydcJ	0.94247	8.63e-01	1.78e-01	-6.5307	5.57e-03	ydcJ
paaC	0.94288	8.64e-01	1.77e-01	-6.5309	2.60e-03	paaC
ybbJ	0.94298	8.64e-01	-1.77e-01	-6.531	-7.44e-03	ybbJ
ispG	0.94298	8.64e-01	1.77e-01	-6.531	3.31e-03	ispG
ydiJ	0.94333	8.65e-01	-1.76e-01	-6.5312	-5.47e-03	ydiJ
ybjH	0.94333	8.65e-01	1.76e-01	-6.5312	3.33e-03	ybjH
ytfL	0.94333	8.65e-01	1.75e-01	-6.5312	4.15e-03	ytfL
cspI	0.94416	8.66e-01	1.74e-01	-6.5315	2.66e-03	cspI
yhfX	0.94416	8.66e-01	-1.74e-01	-6.5315	-1.24e-02	yhfX
gspE	0.94451	8.67e-01	-1.73e-01	-6.5317	-9.40e-03	gspE
dinD	0.94451	8.67e-01	-1.73e-01	-6.5317	-3.93e-03	dinD
yjiK	0.94598	8.69e-01	1.71e-01	-6.5321	2.25e-03	yjiK
fliR	0.94598	8.69e-01	1.71e-01	-6.5322	3.88e-03	fliR
yddV	0.94611	8.69e-01	-1.70e-01	-6.5323	-8.90e-03	yddV
menE	0.94611	8.70e-01	1.69e-01	-6.5324	5.20e-03	menE
yafW	0.94611	8.70e-01	-1.69e-01	-6.5324	-6.57e-03	yafW
yehX	0.94611	8.70e-01	1.69e-01	-6.5324	5.86e-03	yehX
ycjZ	0.94611	8.70e-01	1.69e-01	-6.5325	2.26e-03	ycjZ
frlR	0.94611	8.70e-01	-1.69e-01	-6.5325	-2.70e-03	frlR
ymfK	0.94611	8.71e-01	-1.67e-01	-6.5327	-7.88e-03	ymfK
fimD	0.94611	8.71e-01	1.67e-01	-6.5328	2.70e-03	fimD
sgcX	0.94611	8.71e-01	-1.67e-01	-6.5328	-1.42e-02	sgcX
metG	0.94611	8.71e-01	1.67e-01	-6.5328	2.89e-03	metG
rfaG	0.94611	8.71e-01	-1.67e-01	-6.5328	-3.64e-03	rfaG
ymfT	0.94611	8.71e-01	-1.67e-01	-6.5328	-3.87e-03	ymfT
gltX	0.94611	8.72e-01	-1.67e-01	-6.5329	-4.18e-03	gltX
fucR	0.94611	8.72e-01	-1.67e-01	-6.5329	-6.53e-03	fucR
yecC	0.94622	8.72e-01	-1.66e-01	-6.533	-1.14e-02	yecC
rsxG	0.94622	8.72e-01	1.66e-01	-6.533	4.02e-03	rsxG
pyrC	0.94623	8.73e-01	-1.65e-01	-6.5331	-8.27e-03	pyrC
flgG	0.94623	8.73e-01	-1.65e-01	-6.5331	-5.49e-03	flgG
moaB	0.94659	8.73e-01	-1.65e-01	-6.5333	-2.88e-03	moaB
ftsE	0.94663	8.74e-01	-1.64e-01	-6.5333	-2.50e-03	ftsE
fimG	0.94728	8.75e-01	-1.62e-01	-6.5337	-2.30e-03	fimG
yqiC	0.94728	8.75e-01	-1.62e-01	-6.5337	-4.49e-03	yqiC
metB	0.94728	8.75e-01	1.62e-01	-6.5338	9.23e-03	metB
pspA	0.94728	8.76e-01	-1.61e-01	-6.5338	-8.58e-03	pspA
nirD	0.94728	8.76e-01	1.61e-01	-6.5338	1.14e-02	nirD
yafY	0.94728	8.77e-01	-1.60e-01	-6.534	-3.46e-03	yafY
crr	0.94728	8.77e-01	1.60e-01	-6.534	3.73e-03	crr
ego	0.94728	8.77e-01	1.60e-01	-6.5341	6.80e-03	ego
yjiS	0.94728	8.77e-01	-1.60e-01	-6.5341	-2.49e-03	yjiS
fklB	0.94728	8.77e-01	1.59e-01	-6.5342	3.37e-03	fklB
tauD	0.94728	8.78e-01	-1.59e-01	-6.5342	-2.84e-03	tauD
yfgD	0.94728	8.78e-01	1.58e-01	-6.5344	3.39e-03	yfgD
nuoB	0.94728	8.78e-01	-1.58e-01	-6.5344	-2.28e-03	nuoB
racR	0.94728	8.79e-01	1.57e-01	-6.5345	2.46e-03	racR
ymfO	0.94728	8.79e-01	-1.57e-01	-6.5345	-2.79e-03	ymfO
baeR	0.94728	8.79e-01	1.57e-01	-6.5345	4.24e-03	baeR
ykfH	0.94728	8.79e-01	1.57e-01	-6.5346	1.09e-02	ykfH
garR	0.94728	8.79e-01	-1.57e-01	-6.5346	-5.60e-03	garR
recR	0.94728	8.79e-01	1.57e-01	-6.5346	3.39e-03	recR
rdlD	0.94728	8.79e-01	1.57e-01	-6.5346	2.86e-03	rdlD
chbA	0.94728	8.79e-01	-1.57e-01	-6.5347	-3.18e-03	chbA
ylbH	0.94728	8.80e-01	-1.56e-01	-6.5347	-2.30e-03	ylbH
yliH	0.94728	8.80e-01	1.56e-01	-6.5348	6.60e-03	yliH
appC	0.94728	8.80e-01	-1.56e-01	-6.5348	-8.37e-03	appC
ygfX	0.94728	8.80e-01	-1.56e-01	-6.5348	-3.25e-03	ygfX
emrB	0.94728	8.80e-01	-1.55e-01	-6.5349	-5.21e-03	emrB
pabA	0.94728	8.80e-01	-1.55e-01	-6.5349	-3.62e-03	pabA
srlR	0.94728	8.80e-01	1.55e-01	-6.5349	2.54e-03	srlR
uspF	0.94728	8.80e-01	-1.55e-01	-6.5349	-2.17e-03	uspF
yebF	0.94728	8.81e-01	-1.55e-01	-6.5349	-4.32e-03	yebF
ymgG	0.94752	8.81e-01	1.55e-01	-6.535	1.37e-02	ymgG
ispE	0.94794	8.82e-01	-1.54e-01	-6.5352	-3.35e-03	ispE
ydaE	0.94794	8.82e-01	1.53e-01	-6.5352	3.13e-03	ydaE
ygaQ	0.94805	8.82e-01	-1.53e-01	-6.5353	-2.72e-03	ygaQ
narL	0.94828	8.83e-01	-1.52e-01	-6.5354	-2.63e-03	narL
yhhZ	0.94828	8.83e-01	1.52e-01	-6.5354	2.48e-03	yhhZ
frvR	0.94896	8.84e-01	1.51e-01	-6.5356	4.43e-03	frvR
caiF	0.94908	8.84e-01	1.50e-01	-6.5357	4.45e-03	caiF
tatD	0.94908	8.84e-01	-1.50e-01	-6.5357	-7.85e-03	tatD
yjiP	0.94908	8.84e-01	1.50e-01	-6.5357	1.97e-03	yjiP
pldA	0.95027	8.86e-01	-1.48e-01	-6.536	-4.03e-03	pldA
