ID	logFC	Gene.symbol
242838_at	-0.06379508	MAP6D1
1561667_at	0.07240915	LOC102724640
240116_at	-0.05264688	
1569005_at	-0.05832532	BCAS4
203686_at	0.05346879	MPG
244222_at	0.07241267	
1560246_at	-0.05835796	LOC101929524
235319_at	-0.05426677	LINC01004
1560836_at	-0.05949782	LINC01241
238307_at	0.05905883	
1555757_at	-0.04729641	C7orf34
215973_at	-0.05889637	HCG4B
215539_at	0.05081879	
225500_x_at	-0.06056482	SCAF1
1557621_at	-0.05407087	KCP
229184_at	-0.0646859	CCNT2
242895_x_at	0.09247235	
210677_at	-0.04569637	SOAT2
229481_at	0.05683483	NKD1
1558930_at	-0.07336797	LINC00460
1564010_at	-0.06592028	CAST
1561197_at	0.07034504	LOC101929518///LOC101927088///FLJ43315///LOC442028
1555108_at	-0.05846264	SLC10A7
200831_s_at	-0.11614682	SCD
1565898_at	-0.06496178	METTL15
1557914_s_at	-0.05965046	ERVFH21-1
1555380_at	0.0798912	ADAMTS4
241265_x_at	-0.04595419	
216810_at	-0.04288347	KRTAP4-7
1556320_at	-0.0832054	STOML1
223285_s_at	0.06463984	ST6GALNAC4
230272_at	-0.09353829	LINC00461///MIR9-2
227694_at	-0.0532307	STPG1
225346_at	0.06462922	MTERF2
237527_at	0.07484686	
243328_at	0.05752009	
202484_s_at	-0.07014869	MBD2
213771_at	0.0670103	IRF2BP1
221018_s_at	0.06949496	TDRD1
1560458_s_at	-0.06062343	CAPS2
1559537_at	0.04403033	RNF130
1560844_at	-0.06426816	LOC105378052
216320_x_at	0.04634164	MST1
227648_at	0.0744732	SMDT1
243390_at	-0.05383997	
229583_at	0.06009801	
211252_x_at	-0.0548837	PTCRA
229200_at	0.05999158	
241341_at	-0.06511232	
214338_at	0.05900875	DNAJB12
237410_x_at	0.05324103	
217931_at	-0.04949716	CNPY3
225691_at	-0.07098675	CDK12
215682_at	0.07134155	LOC440792
221576_at	0.06237834	GDF15
209705_at	0.08422473	MTF2
236449_at	0.08655425	CSTB
214328_s_at	-0.07267804	HSP90AA1
234177_at	-0.06202293	LOC101927950
1556464_a_at	-0.05518927	C2orf72
206619_at	-0.06124989	DKK4
221977_at	-0.04956997	TBX2
1554394_at	-0.05710358	NELL1
227722_at	0.14906334	RPS23
212172_at	0.06770538	AK2
217461_x_at	-0.0427604	BTF3P12
227986_at	-0.04992758	ZNF343
235536_at	0.10483422	SNORD89
234129_at	-0.08781638	ARHGEF12
207531_at	-0.05270141	CRYGC
210692_s_at	0.08610538	SLC43A3
230709_x_at	0.06785348	ZBTB7A
228218_at	0.10424309	LSAMP
237669_at	-0.07799144	
217302_at	-0.05479334	OR2F2
232941_at	-0.06916975	TMPRSS6
239724_at	0.07319038	
1554818_s_at	0.06056268	DZANK1
207588_at	0.05284645	
202264_s_at	-0.06031796	TOMM40
215860_at	0.05450611	SYT12
1554181_at	-0.0591793	SNX32
1560716_at	-0.04645154	LOC101929745
213614_x_at	-0.0397288	EEF1A1
1567254_at	-0.06311853	OR10D1P
1554942_a_at	-0.06633209	KLHL14
203544_s_at	0.05961831	STAM
232030_at	0.11292194	EPG5
238344_at	-0.08182629	
238991_at	-0.06763828	ASB1
225283_at	-0.10744638	ARRDC4
244860_at	0.14319668	
232233_at	-0.05037147	SLC22A16
1553115_at	0.05259606	NKD1
204319_s_at	0.09085762	RGS10
201164_s_at	-0.06104135	PUM1
207577_at	0.08036017	HTR4
222223_s_at	-0.07425057	IL36RN
1569183_a_at	0.05777614	CHM
218215_s_at	-0.04766837	NR1H2
1562864_at	0.06461968	PACRG-AS2
241048_at	-0.08958304	
236837_x_at	-0.09657856	MIPEPP3
223004_s_at	0.05836664	TIMMDC1
1561619_at	0.04612214	LINGO1-AS2
206987_x_at	-0.14330754	FGF18
231453_at	-0.06986069	C17orf105
243875_at	-0.05657538	CCDC158
237984_x_at	0.04437565	
231004_s_at	0.0756254	
1565999_at	-0.07027694	
216924_s_at	0.04720016	DRD2
240393_at	-0.04975673	
231170_at	0.07979408	
1570293_at	0.05810628	TBL1X
1560864_at	0.06615063	
1556187_at	0.06747132	ZNF555
219905_at	0.0654221	ERMAP
1568663_a_at	0.06981931	PWRN2
242855_at	-0.05687462	KCP
219464_at	-0.07883325	CA14
235453_at	0.06990819	TOR1AIP2
236660_at	0.05894228	
207563_s_at	-0.06532376	OGT
207815_at	0.0589787	PF4V1
216667_at	-0.06313227	ECRP
207979_s_at	0.06846612	LOC100996919///CD8B
217435_x_at	0.05204185	
216958_s_at	-0.0709675	IVD
205678_at	-0.06564995	AP3B2
211328_x_at	0.05003966	HFE
230872_s_at	0.06742071	ARPC4-TTLL3///TTLL3///ARPC4
1556105_at	0.10356762	
237741_at	-0.07984	SLC25A36
205665_at	-0.04836002	TSPAN9
232302_at	0.04752549	PDLIM2
212808_at	-0.06693487	NFATC2IP
235038_at	0.07475158	KRR1
1565839_a_at	0.06810153	LOC101929162
232169_x_at	0.07837284	MIR7113///MIR4691///NDUFS8
228517_at	0.05595912	MEAF6
237373_at	-0.06629828	RAB20
215767_at	-0.05513111	ZNF804A
206834_at	-0.09958358	HBD
1562144_at	-0.08783338	
235131_at	-0.05721617	RHOJ
205017_s_at	0.06387856	MBNL2
223412_at	-0.1293006	KBTBD7
227676_at	0.07998822	FAM3D
223220_s_at	0.07029194	PARP9
206588_at	0.05306029	DAZL
223824_at	0.06683255	RNLS
241136_at	0.06751692	
220165_at	-0.05861386	INO80D
1563265_at	0.06015738	HNF4A-AS1
235870_at	0.05286371	LINC01140
225123_at	0.08726595	SESN3
1556739_at	0.0519022	GOLGA8M///GOLGA8IP
207048_at	0.04907668	SLC6A11
208718_at	-0.0637876	DDX17
1554557_at	-0.06843957	ATP11B
1570128_at	-0.06168325	DDX19A
236607_at	-0.1221648	
237986_at	-0.10517172	
202215_s_at	-0.06750403	NFYC
1568287_at	0.04905033	HMGA2
232105_at	-0.08807966	BLACAT1
241854_at	0.04633648	DNASE1
1569792_a_at	-0.0590613	ETFBKMT
202321_at	-0.07438322	GGPS1
204675_at	-0.06977809	SRD5A1
234611_at	-0.04602646	LGALS8-AS1
1558477_at	-0.04057278	LOC100131496
206094_x_at	-0.08371072	UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10
227057_at	-0.05298677	ARHGAP27
207521_s_at	-0.06675886	ATP2A3
228238_at	-0.09862227	SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81
214827_at	-0.06493553	PARD6B
232943_at	0.06030079	
222864_s_at	-0.04823877	ZNF219
217451_at	-0.07216744	
230777_s_at	-0.07184313	PRDM15
221208_s_at	-0.06713664	MSANTD2
1555513_at	-0.06646961	PIAS2
223576_at	0.07973652	C6orf203
237730_at	0.05210816	TP53TG3HP
244079_at	-0.05699614	LRRC72
1556736_at	-0.05567383	SCOC-AS1
238261_at	-0.05140905	
227419_x_at	-0.11735716	PLAC9
210804_x_at	-0.06580361	SLC8A1
226708_at	0.06930144	NAPRT
1560797_s_at	-0.07422179	LOC101927830///TMLHE-AS1
223351_at	0.04803586	C17orf80
222716_s_at	-0.05829442	SNX24
241326_at	-0.0428643	AK7
238774_at	0.21840689	
238503_at	0.06565264	CNIH3
239207_at	0.06363594	KDM5C
241973_x_at	-0.05267697	DPP7
215649_s_at	0.06997253	MVK
223150_s_at	-0.04480066	PTPN23
213333_at	-0.06731489	MDH2
203034_s_at	-0.03380078	SNORA3A///RPL27A
234660_s_at	-0.05805133	DIS3
206573_at	-0.07496756	KCNQ3
229540_at	-0.08328356	RBPJ
215052_at	-0.04396318	FRMPD4
216055_at	-0.07329173	PDGFB
207111_at	0.053847	ADGRE1
1553357_at	-0.06641677	LINC00889
1562634_at	-0.0495945	LOC101927869
238938_at	0.05205219	
1561633_at	0.05988475	HMGA2
238131_at	0.06491433	PHC2
220737_at	-0.05378067	RPS6KA6
240009_at	-0.06923746	LINC00334
234581_at	0.05207981	
1556667_at	0.08402978	FTCDNL1
208710_s_at	-0.0615446	AP3D1
233716_at	0.07697642	
1557658_at	0.05901328	
229684_s_at	0.07398576	ZNF644
236683_at	-0.06359511	
213076_at	-0.078616	ITPKC
242652_at	0.10086808	
244301_at	0.05347418	LOC101929089
238510_at	-0.0727328	ZNF720
1562373_at	0.08004883	ITPR1
1561276_at	-0.07372256	DOCK5
1560928_at	0.05455854	LOC151657
201804_x_at	-0.04642721	TBCB
208337_s_at	0.14236577	NR5A2
1556374_s_at	-0.06655936	LOC105370622
1566541_at	0.07483193	
223787_s_at	-0.05406276	CCDC174
1558894_a_at	0.05666349	DEUP1
238181_at	0.0680141	
232972_at	-0.04947154	PRR29
231697_s_at	0.16064071	MIR21///VMP1
214399_s_at	0.05161126	KRT4
212915_at	0.10723922	PDZRN3
237645_at	0.0650636	
206017_at	-0.05632451	KIAA0319
230046_at	0.05050079	SPRED3
235170_at	0.07322717	ZNF92
233984_at	-0.06091414	
226794_at	-0.08166902	STXBP5
232960_at	-0.06432685	NUP62CL
243960_x_at	0.05120269	
211876_x_at	-0.05696177	PCDHGA3///PCDHGA5///PCDHGA6///PCDHGA10///PCDHGA11///PCDHGA12///PCDHGC3
230182_at	0.05551952	PDCD7
1570252_at	-0.05784316	
1561890_at	-0.07420429	C10orf128
228137_s_at	-0.06016045	PPP2R2C
1554724_at	0.05315451	SLC6A11
215066_at	-0.08679881	PTPRF
217358_at	-0.04977761	DNAJC16
237615_at	-0.0510306	
242929_at	0.06329482	
234365_at	-0.0649349	
228172_at	0.05932212	TTLL11
1556992_at	-0.05221369	LOC550113///UBA6-AS1
236318_x_at	0.0698816	FBLL1
221865_at	0.08402678	TMEM268
1563086_at	-0.06478651	LOC101928894
1559924_at	-0.0587355	LOC102723757
224655_at	0.09416248	AK3
218895_at	0.05137753	GPATCH3
1561010_a_at	0.05795471	MAOB
201397_at	-0.10058352	PHGDH
224408_at	-0.07071052	MCHR2
52837_at	-0.09500018	KIAA1644
243808_at	-0.10245815	
1561998_at	0.05233452	
207775_at	0.06767839	MGC4859
208193_at	-0.07606637	IL9
240936_at	-0.05712633	LOC100287290
243272_at	-0.0578979	LOC101593348
201165_s_at	-0.044545	PUM1
1568850_at	-0.04068077	ACKR2
234908_s_at	-0.06192785	DSCAML1
201418_s_at	-0.1187657	SOX4
222628_s_at	0.06931726	REV1
1556690_s_at	-0.04788342	
204353_s_at	0.05443465	POT1
1568736_s_at	-0.28685698	DLGAP1
223943_s_at	0.05384234	GNG2
1557486_at	-0.08621029	ANKRD44-IT1
242909_at	-0.04564235	
214547_at	0.05848707	ADCY10
230388_s_at	0.2368901	KANSL1-AS1
1552736_a_at	-0.05685039	NETO1
244368_x_at	0.06542429	SUGT1
243955_at	0.05304267	
207971_s_at	0.08358736	CEP68
234344_at	0.0768543	LOC100288675
234868_s_at	-0.05238417	GFRA4
1555279_at	-0.10238154	ARMC8
213635_s_at	-0.06228209	SAFB
231290_at	0.09073646	RCCD1
226138_s_at	-0.0609627	
203115_at	-0.06151086	FECH
1554208_at	-0.04767365	MEI1
1554261_at	-0.0679401	KLHL29
1566768_at	-0.06130088	
237068_at	-0.05600322	
242259_at	-0.08676394	FAM187B
204194_at	0.11326439	BACH1
234201_x_at	0.05309124	
240051_at	0.08329976	TPD52L3
229457_at	0.07823491	ANKHD1
220131_at	0.07415228	FXYD7
203550_s_at	-0.05135191	FAM189B
1558862_at	-0.05007831	
1567250_at	0.04570988	OR10A3
235634_at	-0.08977339	PURG
243815_at	-0.07087196	PGBD4
222185_at	-0.05774407	PKNOX2
210945_at	0.07855151	COL4A6
213621_s_at	-0.0608226	GUK1
220271_x_at	0.05277457	EFCAB6
1557845_at	-0.05899862	DISC1FP1
233791_at	-0.0580354	
1563241_at	-0.05763899	LOC101927018
236744_at	0.06394899	C9orf172
222980_at	0.05514705	RAB10
243794_at	-0.05091315	
239618_at	0.06851625	SEC16B
234512_x_at	-0.06036365	
217094_s_at	-0.05591052	ITCH
232991_at	-0.11415748	ARL17B///ARL17A
219934_s_at	-0.04636464	SULT1E1
212213_x_at	-0.05837764	OPA1
1564721_at	-0.06336466	LOC101927588
1560560_at	0.04156286	LOC101927143
223709_s_at	-0.06625474	WNT10A
242980_at	0.05448169	COMMD10
212136_at	-0.09158181	ATP2B4
1560576_at	-0.05374271	LOC101928845
236593_at	-0.06139003	LOC100131303
1569942_at	0.04590158	
242251_at	-0.07658547	SPATA5
1552330_at	0.07411395	CENPBD1
1561741_at	-0.05992284	LOC101929224
230972_at	-0.06935775	ANKRD9
233153_at	0.06284263	LOC101930081
239781_at	0.05413984	LINC00545
217470_at	0.0570051	
244827_at	-0.05513926	
238374_at	-0.0539874	H1FNT
1561014_at	-0.05301093	
201369_s_at	0.14173607	ZFP36L2
216599_x_at	-0.06238546	SLC22A6
225858_s_at	-0.05401401	XIAP
1558859_at	-0.05499296	LOC101928623///LOC401320
223970_at	-0.06284504	RETNLB
228082_at	0.0950395	CLMP
233107_at	0.06189103	
209645_s_at	0.07978035	ALDH1B1
202390_s_at	0.06957826	HTT
233349_at	0.06972341	
204960_at	0.08932816	PTPRCAP
202269_x_at	0.16077213	GBP1
237809_at	-0.08262525	
211708_s_at	-0.14040299	SCD
209885_at	0.0951008	RHOD
215650_at	-0.06982805	
1559936_at	0.06130783	
231603_at	0.07332968	RNASE11
244526_at	-0.05970566	RASGRP3
1555848_at	0.04448234	RBM18
1563070_at	-0.0444597	LINC01395
203480_s_at	0.07109666	OTUD4
1569033_at	-0.05584496	IGF2BP3
244660_at	0.05963902	ELAVL1
242845_at	-0.09263206	RUNX1T1
236271_at	0.06036529	LOC101927085
230185_at	0.10024578	THAP9
1557541_at	0.05529632	FAM201A
223904_at	-0.07717109	PRKAG3
221976_s_at	-0.06136645	HDGFRP3
215335_at	0.05257875	
208093_s_at	0.06305853	NDEL1
216601_at	0.04680643	AOC4P
1562528_at	0.15791589	
228646_at	-0.0782081	PPP1R1C
213580_at	0.04850719	CREBZF
218744_s_at	-0.07319868	PACSIN3
241303_x_at	0.06100662	
205820_s_at	-0.06963866	APOC3
231048_at	-0.06872342	
205939_at	-0.0683311	CYP3A7-CYP3A51P///CYP3A7
1568935_at	0.06237839	
202642_s_at	0.04438328	TRRAP
204988_at	-0.14287572	FGB
225608_at	0.08494835	SNX29
237183_at	0.0734091	GALNT5
234267_at	-0.07420614	LINC01016
237074_at	0.05387157	TH2LCRR
221118_at	0.06253896	PKD2L2
224256_at	-0.05336832	LOC100129449
216717_at	0.07646589	SUPT20H
206837_at	-0.05131646	ALX1
205095_s_at	-0.05007952	ATP6V0A1
241881_at	-0.07315169	TRIM58
1565812_at	0.04650484	TRIM36
211863_x_at	0.0501453	HFE
234846_at	0.06783619	LOC100130370
224137_at	0.05469503	CACNG7
200725_x_at	0.04547224	SNORA70///RPL10
220983_s_at	-0.085137	MIR612///NEAT1
204699_s_at	0.05133928	DIEXF
201433_s_at	0.06344151	PTDSS1
210619_s_at	0.05572967	HYAL1
220971_at	-0.06141598	IL25
213663_s_at	-0.04823303	FAM134B
216896_at	0.05146487	COL4A3
224032_x_at	-0.04656821	SPANXA2///SPANXA1
1559543_at	0.06216399	LINC00441
219064_at	-0.12764814	ITIH5
201006_at	-0.06351761	PRDX2
213759_at	-0.0495555	ARL4C
228092_at	-0.11953004	CREM
1557677_a_at	-0.0558958	TRIML1
1565866_a_at	-0.05099376	ZBED6
222849_s_at	-0.12509882	SCRN3
235001_at	-0.06704307	DNAJC21
210670_at	-0.0526854	PPY
1555117_at	0.05901813	
233529_at	-0.06393903	LINC00396
240444_x_at	-0.05382983	CLIP1
242416_at	0.08216683	
AFFX-r2-P1-cre-5_at	0.03478838	
206145_at	-0.05553307	RHAG
223867_at	0.06993713	TEKT3
52159_at	-0.0370053	HEMK1
244098_at	0.05932322	
229459_at	-0.14231156	FAM19A5
1563254_a_at	-0.06041883	FAM170B-AS1
205728_at	0.05424156	TENM1
1560390_s_at	-0.06490184	LINC00663
233362_at	-0.05167851	ZNF341
240420_at	0.06620037	AADACL2
236811_at	0.0541238	DMRTC2
1569683_at	-0.0624304	XYLB
1553333_at	-0.07888096	MAB21L3
1566465_at	-0.15176042	KCNK1
240424_s_at	0.09209572	LOC441204
220112_at	-0.06855614	ANKRD55
227814_at	0.04858038	WDR53
210578_at	-0.05844258	TRIM10
230680_at	0.08077471	SLITRK4
235991_at	0.05953726	CYB5RL
244127_at	-0.07979804	
240157_at	0.05289415	
234183_at	-0.05036075	
218034_at	0.05612315	FIS1
229963_at	-0.14631425	BEX5
1558595_at	0.04112916	LOC101928020
230646_at	-0.05821011	FNDC5
230043_at	0.08810859	MUC20
234703_at	-0.08451729	HHLA3
213583_x_at	-0.03383052	EEF1A1
234332_at	-0.06073933	NUB1
233271_at	-0.06017076	
217099_s_at	-0.05345372	GEMIN4
1558076_at	-0.076486	SLF1
212974_at	0.05975751	DENND3
215138_s_at	0.05899629	KAZN
217273_at	-0.05376302	PRAMEF10
220151_at	-0.07323131	C19orf73
229379_at	-0.04824522	AHDC1
233738_at	-0.05564959	
203369_x_at	0.07369637	PDLIM7
232291_at	-0.07385663	MIR17HG///MIR92A1///MIR20A///MIR19B1///MIR19A///MIR18A///MIR17
205976_at	-0.09064259	FASTKD2
220340_at	0.08753312	GREB1L
207900_at	0.06319432	CCL17
240198_at	0.05673837	
1560696_x_at	-0.0509659	QTRT2
215584_at	0.04213542	HECW1
1567251_at	-0.06672199	OR10A3
226387_at	0.04582656	RSBN1L
208320_at	0.0613569	CABP1
218250_s_at	-0.04892978	CNOT7
213324_at	0.0465952	SRC
226188_at	-0.07483761	LGALSL
214154_s_at	-0.0670777	PKP2
234206_at	-0.0701965	
238796_at	-0.0887661	
243700_x_at	0.05966049	FAM47A
1559264_at	0.04136723	LACTB2-AS1
1556406_at	-0.0636125	LINC00879
1557838_at	0.05559778	FAM135B
210812_at	0.06942713	XRCC4
224024_at	0.07802625	ERGIC1
206794_at	0.05754576	ERBB4
208648_at	0.06620331	VCP
236931_at	-0.08057032	
219265_at	0.06926118	MOB3B
237427_at	0.06804457	
229810_at	-0.09584911	RSPH3
1557591_at	0.07077284	LOC283038
231345_s_at	0.07383742	DHRS12
231478_at	0.07787656	LOC729966///PDE4C
234291_s_at	0.07668452	SLC6A20
1561291_at	-0.05353785	
232347_x_at	0.08217217	
37278_at	-0.0420138	TAZ
223333_s_at	0.14013043	ANGPTL4
220439_at	0.04250045	RIN3
210255_at	0.08331185	RAD51B
234554_at	-0.05485778	KCNK16
237550_at	-0.05474473	
239126_at	0.0636908	CIRBP-AS1
1563040_s_at	-0.04834917	LARGE-AS1
220886_at	0.05723591	GABRQ
1559996_s_at	0.06546461	SAMD14
209649_at	-0.06994704	STAM2
1560429_at	-0.05633132	
240242_at	0.06557667	
1552974_at	0.05702112	
204998_s_at	0.05681453	ATF5
241631_at	-0.06433756	ARHGEF40
214860_at	0.0857124	SLC9A7
221911_at	-0.21888781	ETV1
237884_x_at	0.05471636	TRPM7
1556725_a_at	-0.06317522	LOC100288490
206529_x_at	-0.1133941	SLC26A4
234733_s_at	-0.07944171	FANCM
242276_at	0.05272589	
237785_at	0.04627418	ASB14
220880_at	-0.05563354	
244188_at	-0.05066514	
1552900_a_at	-0.06358797	LINC01312
221054_s_at	0.07029892	TCL6
239526_x_at	-0.05468696	PTPN1
223357_s_at	-0.05949048	MTIF3
226037_s_at	-0.05468173	TAF9B
241484_x_at	0.12759772	FRG1CP///LOC283788
224303_x_at	0.05222182	NIN
214254_at	0.04475144	MAGEA4
237704_at	0.06668949	
207004_at	-0.05508857	BCL2
215529_x_at	-0.08913088	DIP2A
235292_at	-0.10784306	FLJ32255
205484_at	-0.06177284	SIT1
214309_s_at	0.0453438	
1552419_s_at	-0.05263364	TTLL10
1556233_s_at	-0.07996339	KIF6
226910_at	0.05679176	COMMD2
235569_at	-0.04929375	VPS37D
214297_at	0.06988711	CSPG4
201753_s_at	0.07896766	ADD3
1570373_at	-0.07259586	ZNF746
1569947_at	0.04769027	
226027_at	0.05939845	SWI5
235984_at	-0.07905518	
244259_s_at	0.04739956	ZNF91
233646_at	-0.04211779	
210087_s_at	-0.10334404	MPZL1
242754_at	-0.06213357	LOC101559451
240996_at	0.06924283	
240493_at	-0.06902069	
222484_s_at	0.44197488	CXCL14
206087_x_at	0.05909337	HFE
211251_x_at	0.05003393	NFYC
230949_at	0.05240557	SLC23A3
1553247_a_at	-0.08023722	ZNF709
225423_x_at	0.04735681	MRPL41
241552_at	0.04651651	AA06
1556872_s_at	-0.05264863	IQSEC3
1557123_a_at	-0.0667721	CHADL
1562865_at	-0.06353865	
206232_s_at	-0.05928002	B4GALT6
205374_at	-0.06751036	SLN
1565978_a_at	0.05062084	
206006_s_at	-0.07474338	CEP162
215347_at	0.06149377	
1557656_at	0.04937704	LINC00642
244339_at	-0.06161096	
244718_at	0.04512863	MTMR9LP
209951_s_at	-0.07349934	MAP2K7
1565320_at	0.07849297	RBMY3AP
220734_s_at	0.05421492	CPTP
201195_s_at	0.09866131	SLC7A5
232642_at	-0.06783739	VWA5B2
238365_s_at	-0.05886158	C1orf228
214624_at	-0.05827289	UPK1A
217123_x_at	-0.06777001	PMCHL1
216209_at	-0.05861918	LINC00939
238128_at	0.0488027	TMEM200C
209206_at	-0.06793845	LOC102724364///SEC22B
1566637_at	-0.05038702	
204809_at	-0.07349555	CLPX
213538_at	0.05226122	SON
239915_at	-0.07953961	HOXA-AS3
206431_x_at	0.03977792	TBC1D9B
203694_s_at	-0.05126141	DHX16
1556822_s_at	-0.0736435	ZNF837
235195_at	0.06732621	FBXW2
221567_at	0.05255935	NOL3
238942_at	-0.07322202	
1558496_at	-0.06036876	LOC100505609
230719_at	0.05561845	ING3
220045_at	0.05139237	NEUROD6
230805_at	0.07451458	MIR142
219926_at	-0.18057371	POPDC3
208409_at	0.05274481	LOC101930602///SLC14A2
217327_at	-0.06017854	
240352_at	0.04610157	LOC101929609
229643_at	-0.07567604	
217488_x_at	-0.06054094	PMS2P3
221412_at	-0.06501987	VN1R1
1556244_s_at	0.07506409	LOC375196
216282_x_at	0.06727402	POLR2C
204434_at	-0.07312824	SPATA2
206820_at	0.07596113	AGFG2
1561612_at	-0.05584175	LOC101928280
1563018_at	-0.07545999	TBX5
229079_at	-0.06478213	EHMT2
231195_at	-0.04969375	KLRG2
232865_at	0.10039184	AFF4
1556859_a_at	-0.06873459	PHACTR2-AS1
211277_x_at	-0.04445024	APP
214921_at	-0.06105935	KCNMA1
223902_at	0.05789553	NEFM
204880_at	0.07122218	MGMT
1559194_a_at	0.04759932	CLEC4GP1
220635_at	-0.07197838	PSORS1C2
204590_x_at	-0.05108239	VPS33A
213962_s_at	-0.04715968	ANKLE2
206792_x_at	0.05476664	LOC729966///PDE4C
223959_at	-0.05831962	DNAL1
237161_at	0.06923097	
237342_at	-0.05930941	TOLLIP
231434_at	0.04956185	LOC100505841
237831_x_at	-0.05693193	MMAA
239989_at	-0.07158344	CNTLN
200804_at	-0.05187768	TMBIM6
214544_s_at	-0.10365996	SNAP23
224331_s_at	-0.06721864	MRPL36
1560725_at	-0.06462028	IL12A-AS1
221450_x_at	-0.06006981	PCDHB13
219836_at	-0.06943037	ZBED2
221126_at	0.07253708	DKK3
204502_at	-0.07651671	SAMHD1
226367_at	0.08199371	KDM5A
1562802_at	0.05942917	LINC00210
238680_at	-0.03895342	METTL12///SNORA57
233653_at	0.07106105	
228863_at	0.12106689	PCDH17
1562656_at	0.06059172	
217253_at	0.07868421	SH3BP2
1569910_at	0.06770729	
200960_x_at	0.03853649	CLTA
230681_at	-0.06277241	TBRG1
1566081_at	-0.05149772	DLEU7
209038_s_at	-0.04790198	EHD1
232803_at	-0.06482218	
216948_at	0.04949251	
223350_x_at	0.05203375	LIN7C
223812_at	-0.06475612	FAM178B
1556257_at	0.08313373	LOC645513
203792_x_at	-0.04959563	PCGF2
211285_s_at	0.05914826	UBE3A
1563187_at	0.0608473	
232758_s_at	-0.06910394	LOC101928291
226966_at	0.06167425	PRPF40B
238121_at	-0.11441306	GK5
212467_at	0.04768288	DNAJC13
1560265_at	0.07665033	GRIK2
243810_at	0.10712183	
241229_at	-0.05398581	
1553813_s_at	-0.05889299	TLE6
217205_at	-0.06026754	LOC100420758
237977_at	-0.05442802	LOC100996349
1555136_at	0.07595732	FGD6
220611_at	-0.05300826	DAB1
216084_at	-0.0570371	FAM205BP
241145_at	0.0683232	
210601_at	0.05489118	CDH6
213315_x_at	-0.08427748	CXorf40A
228245_s_at	-0.1303432	LOC100509445///LOC728715///OVOS///OVOS2
1559770_at	-0.04647059	
240256_at	-0.06167248	
205926_at	-0.06267567	IL27RA
1564851_at	-0.07416728	
234315_at	-0.06701899	BACH1
1560745_at	0.04866126	
215210_s_at	-0.05887967	DLST
218090_s_at	-0.05946145	WDR11
214424_s_at	-0.06105409	ALDOB
1555914_a_at	0.0590709	EXD3
1557117_at	0.0406079	INTS6-AS1
216240_at	0.0536438	MIR1204///PVT1
1567627_at	-0.06165238	CD74
1552436_a_at	-0.06943815	LOC100653137///CDH23
1563001_at	0.06171315	
1561881_at	0.05152571	LINC01592
204952_at	-0.073728	LYPD3
1570394_at	0.04745152	XRN1
207335_x_at	0.05804029	ATP5I
1554252_a_at	0.04463888	CERS3
237854_at	0.06395815	
229032_at	0.05021274	WSCD2
233582_at	-0.05172978	LOC115110
232325_at	-0.04169286	
216901_s_at	0.05651087	IKZF1
241301_at	0.06350978	
203962_s_at	-0.13518064	NEBL
210886_x_at	-0.05937995	TP53TG1
237662_at	-0.0646521	SPATA19
232806_s_at	0.07706675	FAM131A
205268_s_at	-0.06353166	ADD2
236706_at	0.05032531	LYG1
232535_at	-0.08426932	RSBN1L
234091_at	-0.06304135	
210202_s_at	-0.09323614	BIN1
1558723_at	-0.05373851	LOC284014
242540_at	-0.05648018	DNHD1
220847_x_at	0.05264057	ZNF221
226753_at	0.0847184	FAM76B
242166_at	0.05127993	
1566646_at	0.05323729	LINC01225
215733_x_at	0.12149654	CTAG2
230037_at	-0.05715118	CD8B
1560823_at	-0.04785881	LOC340017
226720_at	0.07542163	PWWP2A
206658_at	0.09140007	UPK3B
224984_at	0.08192302	NFAT5
215197_at	-0.05428548	
1554179_s_at	-0.06317746	LYNX1
239335_at	-0.07098028	ZNF710
222130_s_at	0.05855185	MRM2
208162_s_at	0.06165418	
215656_at	0.06493845	LMAN2
230755_at	0.05609489	RHBDL3
233592_at	-0.06767937	ANKRD18B
201892_s_at	0.05748025	IMPDH2
214042_s_at	-0.05436146	RPL22
233028_at	-0.05035248	MCMBP
237944_at	-0.05184525	
1555350_at	0.07036585	PPHLN1
220871_at	0.05451673	
1559504_at	0.04613937	MIR2682///MIR137///MIR137HG
239302_s_at	-0.10318055	LOC100506922
222882_s_at	-0.04505518	BORCS6
212867_at	0.06706086	NCOA2
1553367_a_at	-0.05756445	COX6B2
1557195_at	0.088551	
220752_at	0.06983627	LOC51145
209067_s_at	0.0709155	HNRNPDL
216382_s_at	-0.06477001	KMT2D
1564253_at	-0.04061953	LOC285766
229342_at	-0.05172889	NCBP3
213380_x_at	0.05796848	LOC102724562///MST1L///MST1P2///MST1
230310_at	-0.07110153	
224633_s_at	-0.0680458	GPATCH4
212434_at	-0.08213801	GRPEL1
1553402_a_at	0.05976935	HFE
230585_at	0.07071738	KCNJ15
207150_at	-0.05030682	SLC18A3
220928_s_at	-0.05883121	PRDM16
212164_at	-0.06141192	TMEM183B///TMEM183A
1554432_x_at	0.06263417	SMIM11A
200739_s_at	-0.06111877	SUMO3
205322_s_at	0.07908678	MTF1
233032_x_at	0.06233347	
213428_s_at	0.06528026	COL6A1
